"Campaign ID",Channel,"Advertisement Type",CPM,CTR,CPC,CPA,"Conversion Rate","Revenue Uplift",Impressions,"Project Type",Clicks,"Lead Generation",Comments,date_part,time_part,Revenue,ROAS,"Ad Spend"
02777,"Search Engine",Banner,2.45,0.0067,1.65,28.5,0.013,14.22,78913,Retail,528,290,"Moderate CTR with significant revenue uplift.",2023-02-10,12:43:47,16101.36,18.48,871.20
02778,"Social Media",Text,7.55,0.0314,0.58,27.06,0.0053,-4.62,17585,Retail,552,295,"Great performance in Telecom sector.",2023-02-10,13:04:49,14489.01,45.26,320.16
02779,"Social Media",Text,10.36,0.0447,0.11,27.91,0.0108,-0.74,79683,Retail,3561,874,"Needs review due to rising CPC.",2023-02-10,13:25:50,99387.51,253.73,391.71
02780,Affiliate,Text,2.98,0.0404,0.4,41.11,0.0277,-1.32,54506,Telecom,2202,1129,"Moderate CTR with significant revenue uplift.",2023-02-10,13:46:52,89618.98,101.75,880.80
02781,"Search Engine",Banner,5.37,0.0155,1.89,31.26,0.0285,6.85,60869,Retail,943,511,"Excellent conversion and ROI.",2023-02-10,14:07:53,30067.74,16.87,1782.27
02782,"Search Engine",Video,8.82,0.0292,0.58,31.9,0.0121,13.43,84883,Retail,2478,1231,"Excellent conversion and ROI.",2023-02-10,14:28:55,80629.16,56.10,1437.24
02783,Affiliate,Banner,5.58,0.0078,0.47,27.96,0.021,5.89,43075,Retail,335,165,"Great performance in Telecom sector.",2023-02-10,14:49:56,9553.93,60.68,157.45
02784,Affiliate,Banner,2.54,0.0176,0.97,6.67,0.0143,18.78,81651,Retail,1437,790,"Retail campaigns underperforming slightly.",2023-02-10,15:10:58,10447.42,7.50,1393.89
02785,"Social Media",Text,4.25,0.0223,0.57,17.34,0.013,16.02,44050,Telecom,982,252,"High impressions but low conversion.",2023-02-10,15:31:59,18560.39,33.16,559.74
02786,"Social Media",Video,2.53,0.0084,0.85,16.47,0.0218,-4.88,33744,Retail,283,136,"Low engagement suggests creative changes needed.",2023-02-10,15:53:01,4381.35,18.21,240.55
02787,Affiliate,Banner,14.77,0.0125,0.44,15.33,0.0159,6.97,75433,Retail,942,553,"Retail campaigns underperforming slightly.",2023-02-10,16:14:02,14585.27,35.19,414.48
02788,"Search Engine",Text,4.3,0.043,1.77,15.67,0.017,4.84,72705,Retail,3126,1335,"Retail campaigns underperforming slightly.",2023-02-10,16:35:04,49964.11,9.03,5533.02
02789,"Social Media",Banner,8.43,0.026,0.42,6.36,0.0157,1.8,49712,Retail,1292,351,"Moderate CTR with significant revenue uplift.",2023-02-10,16:56:05,8217.12,15.14,542.64
02790,"Social Media",Text,7,0.0474,0.38,6.43,0.0266,6.42,19346,Telecom,917,302,"Needs review due to rising CPC.",2023-02-10,17:17:07,6191.13,17.77,348.46
02791,"Search Engine",Video,8.97,0.012,1.59,49.88,0.0125,10.35,45701,Telecom,548,203,"High ROAS indicates effective spend.",2023-02-10,17:38:08,28154.27,32.31,871.32
02792,"Social Media",Video,7.97,0.0352,1.38,31.56,0.0243,16.57,78591,Telecom,2766,720,"Excellent conversion and ROI.",2023-02-10,17:59:09,89913.81,23.56,3817.08
02793,"Search Engine",Text,11.18,0.0394,0.96,27.27,0.015,13.15,12047,Retail,474,215,"Needs review due to rising CPC.",2023-02-10,18:20:11,14218.58,31.25,455.04
02794,"Search Engine",Banner,13.22,0.0399,0.9,14.63,0.0133,0.81,62468,Telecom,2492,1380,"Strong click-through but weak CPA.",2023-02-10,18:41:12,36457.96,16.26,2242.80
02795,"Search Engine",Banner,4.99,0.0392,0.45,49.45,0.0073,-0.32,25707,Retail,1007,422,"Retail campaigns underperforming slightly.",2023-02-10,19:02:14,49796.15,109.89,453.15
02796,Affiliate,Video,3.57,0.0125,1.68,9.54,0.0122,8.21,50895,Telecom,636,212,"Strong click-through but weak CPA.",2023-02-10,19:23:15,6370.81,5.96,1068.48
02797,Affiliate,Banner,14.78,0.0251,1.42,41.07,0.0135,18.3,61355,Retail,1540,493,"Strong click-through but weak CPA.",2023-02-10,19:44:17,64512.76,29.50,2186.80
02798,Affiliate,Text,13.13,0.0451,1.25,44.14,0.0091,13.27,8374,Retail,377,87,"Low engagement suggests creative changes needed.",2023-02-10,20:05:18,18637.67,39.55,471.25
02799,"Search Engine",Text,6.09,0.0307,0.47,31.5,0.0128,-1.93,93404,Telecom,2867,1543,"Low engagement suggests creative changes needed.",2023-02-10,20:26:20,90310.50,67.02,1347.49
02800,"Search Engine",Text,13.53,0.0218,1.57,27.9,0.0273,-4.79,73050,Retail,1592,909,"Low engagement suggests creative changes needed.",2023-02-10,20:47:21,44416.80,17.77,2499.44
02801,Affiliate,Video,10.39,0.0056,0.91,27.1,0.0224,16.24,67805,Telecom,379,148,"Good lead generation but low conversion rate.",2023-02-10,21:08:23,10476.32,30.38,344.89
02802,"Social Media",Video,7.12,0.0324,1.54,42.84,0.0297,16.25,50784,Telecom,1645,951,"Strong click-through but weak CPA.",2023-02-10,21:29:24,73290.67,28.93,2533.30
02803,"Search Engine",Video,13.23,0.0453,1.81,48.28,0.0086,4.1,43623,Retail,1976,895,"Moderate CTR with significant revenue uplift.",2023-02-10,21:50:26,96355.29,26.94,3576.56
02804,"Social Media",Text,10.45,0.0142,1.05,48.82,0.021,13.37,7366,Telecom,104,31,"Strong click-through but weak CPA.",2023-02-10,22:11:27,5940.42,54.40,109.20
02805,"Social Media",Video,12.57,0.0498,1.52,5.86,0.027,19.82,35899,Retail,1787,997,"Retail campaigns underperforming slightly.",2023-02-10,22:32:29,10890.69,4.01,2716.24
02806,"Search Engine",Text,6.85,0.0145,0.6,48.43,0.0082,3.03,73235,Telecom,1061,337,"Low engagement suggests creative changes needed.",2023-02-10,22:53:30,51898.07,81.52,636.60
02807,"Search Engine",Banner,12.18,0.0307,0.78,41.65,0.0271,2.76,11139,Retail,341,123,"Retail campaigns underperforming slightly.",2023-02-10,23:14:31,14486.70,54.47,265.98
02808,"Social Media",Video,6.14,0.0266,1.63,12.3,0.0133,0.19,24365,Telecom,648,284,"Low engagement suggests creative changes needed.",2023-02-10,23:35:33,7970.40,7.55,1056.24
02809,"Social Media",Banner,11.29,0.0397,0.16,17.71,0.0216,14.75,46960,Retail,1864,407,"Good lead generation but low conversion rate.",2023-02-10,23:56:34,34001.78,114.01,298.24
02810,Affiliate,Banner,7.1,0.027,1.57,40.94,0.0202,4.72,14532,Retail,392,198,"Moderate CTR with significant revenue uplift.",2023-02-11,00:17:36,16850.90,27.38,615.44
02811,Affiliate,Video,6.67,0.0201,0.75,12.52,0.0178,12.58,49830,Retail,1001,244,"Great performance in Telecom sector.",2023-02-11,00:38:37,13033.82,17.36,750.75
02812,"Search Engine",Video,12.15,0.0482,1.97,21.2,0.0117,5.93,76547,Telecom,3689,1499,"Low engagement suggests creative changes needed.",2023-02-11,00:59:39,78988.87,10.87,7267.33
02813,Affiliate,Banner,2.75,0.0306,1.87,18.03,0.0126,1.06,95307,Retail,2916,596,"High ROAS indicates effective spend.",2023-02-11,01:20:40,52575.48,9.64,5452.92
02814,Affiliate,Banner,13.99,0.007,1.12,13.05,0.0103,-3.57,22662,Retail,158,39,"Good lead generation but low conversion rate.",2023-02-11,01:41:42,2041.28,11.54,176.96
02815,Affiliate,Banner,8.12,0.0249,0.26,31.61,0.0163,11.24,8621,Telecom,214,67,"Excellent conversion and ROI.",2023-02-11,02:02:43,7846.87,141.03,55.64
02816,Affiliate,Text,9.91,0.0276,1.45,21.68,0.0211,15.39,70186,Retail,1937,685,"Excellent conversion and ROI.",2023-02-11,02:23:45,42834.04,15.25,2808.65
02817,"Social Media",Banner,6.67,0.0065,0.28,6.46,0.0083,17.25,37550,Telecom,244,109,"High ROAS indicates effective spend.",2023-02-11,02:44:46,1686.58,24.69,68.32
02818,"Search Engine",Text,10.04,0.0357,0.31,23.96,0.0077,-4.73,94453,Telecom,3371,1066,"Good lead generation but low conversion rate.",2023-02-11,03:05:48,80769.16,77.29,1045.01
02819,Affiliate,Video,10.94,0.0267,0.75,44.59,0.0271,3.63,25312,Telecom,675,383,"Moderate CTR with significant revenue uplift.",2023-02-11,03:26:49,30399.23,60.05,506.25
02820,"Social Media",Banner,13.16,0.0101,1.54,35.51,0.0231,17.5,35305,Telecom,356,139,"Strong click-through but weak CPA.",2023-02-11,03:47:50,13147.22,23.98,548.24
02821,"Social Media",Video,12.96,0.0201,0.57,10.1,0.0085,19.31,44079,Retail,885,227,"Low engagement suggests creative changes needed.",2023-02-11,04:08:52,9206.66,18.25,504.45
02822,"Social Media",Banner,6.01,0.0275,1.85,31.85,0.0233,17.2,1003,Retail,27,6,"High impressions but low conversion.",2023-02-11,04:29:53,3310.81,66.28,49.95
02823,Affiliate,Video,9.62,0.0443,0.91,5.31,0.0224,14.71,42118,Retail,1865,731,"Retail campaigns underperforming slightly.",2023-02-11,04:50:55,10299.28,6.07,1697.15
02824,Affiliate,Banner,11.93,0.0258,1.52,5.64,0.0068,-0.24,76313,Telecom,1968,657,"Great performance in Telecom sector.",2023-02-11,05:11:56,11099.52,3.71,2991.36
02825,"Search Engine",Text,11.71,0.0457,0.46,10.25,0.0086,-3.85,36904,Telecom,1686,569,"Excellent conversion and ROI.",2023-02-11,05:32:58,17108.69,22.06,775.56
02826,Affiliate,Video,13.47,0.0391,0.72,40.5,0.0241,10.44,45769,Telecom,1789,725,"Retail campaigns underperforming slightly.",2023-02-11,05:53:59,73903.59,57.38,1288.08
02827,Affiliate,Video,12.65,0.0341,0.89,15.22,0.0105,6.73,40857,Retail,1393,404,"Great performance in Telecom sector.",2023-02-11,06:15:01,21413.47,17.27,1239.77
02828,"Social Media",Banner,11.05,0.033,0.5,24.92,0.0281,9.41,44049,Retail,1453,771,"Good lead generation but low conversion rate.",2023-02-11,06:36:02,36932.94,50.84,726.50
02829,"Search Engine",Text,11.48,0.0378,1.83,10.25,0.0261,12.51,22126,Telecom,836,446,"Great performance in Telecom sector.",2023-02-11,06:57:04,8997.45,5.88,1529.88
02830,Affiliate,Text,12.3,0.025,1.79,39.55,0.0259,4.08,72002,Retail,1800,1020,"Retail campaigns underperforming slightly.",2023-02-11,07:18:05,71190.00,22.09,3222.00
02831,Affiliate,Text,12.73,0.024,0.87,45.45,0.0095,4,70747,Retail,1697,996,"Excellent conversion and ROI.",2023-02-11,07:39:07,77128.65,52.24,1476.39
02832,"Social Media",Banner,5.94,0.0148,1.93,44.51,0.0292,12.77,94690,Telecom,1401,479,"Strong click-through but weak CPA.",2023-02-11,08:00:08,63605.68,23.52,2703.93
02833,"Social Media",Video,11.95,0.0301,0.3,15.58,0.0188,-3.28,18244,Telecom,549,271,"Low engagement suggests creative changes needed.",2023-02-11,08:21:10,8382.35,50.89,164.70
02834,Affiliate,Banner,14.29,0.0362,0.11,15.83,0.0117,18.91,69189,Telecom,2504,1462,"Great performance in Telecom sector.",2023-02-11,08:42:11,40431.09,146.79,275.44
02835,"Search Engine",Text,4.26,0.017,1.62,49.12,0.0247,-2.59,89146,Retail,1515,622,"Excellent conversion and ROI.",2023-02-11,09:03:12,73672.63,30.02,2454.30
02836,"Search Engine",Text,1.68,0.0154,0.51,38.39,0.0225,13.83,40225,Retail,619,258,"High ROAS indicates effective spend.",2023-02-11,09:24:14,28516.09,90.33,315.69
02837,"Social Media",Video,2.01,0.0134,1.55,6.37,0.0152,3.16,69252,Retail,927,507,"Good lead generation but low conversion rate.",2023-02-11,09:45:15,6023.09,4.19,1436.85
02838,"Social Media",Banner,4.03,0.0077,1.48,27.6,0.0237,5.1,39782,Retail,306,93,"Great performance in Telecom sector.",2023-02-11,10:06:17,8698.97,19.21,452.88
02839,Affiliate,Banner,13.88,0.0462,1.85,33.43,0.0279,17.44,44603,Telecom,2060,798,"Strong click-through but weak CPA.",2023-02-11,10:27:18,70931.77,18.61,3811.00
02840,"Social Media",Text,2.78,0.0459,0.55,13.79,0.0285,10.79,87197,Retail,4002,1785,"Retail campaigns underperforming slightly.",2023-02-11,10:48:20,57395.08,26.08,2201.10
02841,Affiliate,Video,11.47,0.0119,1.92,17.3,0.0224,7.1,9545,Retail,113,29,"Great performance in Telecom sector.",2023-02-11,11:09:21,2072.19,9.55,216.96
02842,"Search Engine",Video,13.14,0.0417,0.27,48.69,0.0137,8.44,39700,Retail,1655,826,"Low engagement suggests creative changes needed.",2023-02-11,11:30:23,82193.59,183.94,446.85
02843,"Search Engine",Text,13.29,0.0229,1.69,42.45,0.0273,6.62,82302,Retail,1884,838,"Good lead generation but low conversion rate.",2023-02-11,11:51:24,80775.56,25.37,3183.96
02844,Affiliate,Banner,6.83,0.0309,0.86,5.53,0.0097,11.61,31416,Retail,970,510,"Excellent conversion and ROI.",2023-02-11,12:12:26,5632.31,6.75,834.20
02845,"Social Media",Banner,7.93,0.0293,0.16,30.95,0.03,5.66,82914,Telecom,2429,668,"High ROAS indicates effective spend.",2023-02-11,12:33:27,75929.33,195.37,388.64
02846,"Search Engine",Video,5.53,0.0363,0.82,23.39,0.0265,-4.45,2137,Retail,77,35,"Great performance in Telecom sector.",2023-02-11,12:54:29,1116.64,17.69,63.14
02847,"Social Media",Video,3.06,0.0323,1.72,29.77,0.0266,6.34,98659,Telecom,3186,962,"Retail campaigns underperforming slightly.",2023-02-11,13:15:30,96744.16,17.65,5479.92
02848,"Search Engine",Text,3.97,0.0167,1.21,40.23,0.0259,1.31,61646,Retail,1029,508,"Low engagement suggests creative changes needed.",2023-02-11,13:36:32,41810.64,33.58,1245.09
02849,Affiliate,Video,2.89,0.0221,0.11,8.18,0.0242,18.33,11413,Telecom,252,70,"Retail campaigns underperforming slightly.",2023-02-11,13:57:33,3215.72,116.01,27.72
02850,Affiliate,Banner,6.71,0.0214,1.3,38.13,0.0124,12,54523,Telecom,1166,552,"Great performance in Telecom sector.",2023-02-11,14:18:34,45793.37,30.21,1515.80
02851,Affiliate,Banner,3.38,0.0469,0.29,39.4,0.0089,17.6,86256,Retail,4045,2075,"Moderate CTR with significant revenue uplift.",2023-02-11,14:39:36,168935.38,144.01,1173.05
02852,"Search Engine",Video,6.65,0.007,0.94,32.91,0.0051,12.9,10043,Retail,70,19,"Excellent conversion and ROI.",2023-02-11,15:00:37,2741.40,41.66,65.80
02853,"Social Media",Text,12.92,0.0402,0.39,20.1,0.0064,-1.77,46549,Telecom,1871,456,"High ROAS indicates effective spend.",2023-02-11,15:21:39,37607.10,51.54,729.69
02854,"Social Media",Banner,10.16,0.0251,1.34,25.84,0.0247,-3.19,47717,Telecom,1197,617,"Excellent conversion and ROI.",2023-02-11,15:42:40,30621.18,19.09,1603.98
02855,"Social Media",Banner,10.28,0.038,1.9,25.61,0.0177,18.93,36580,Telecom,1390,522,"Needs review due to rising CPC.",2023-02-11,16:03:42,37377.80,14.15,2641.00
02856,"Search Engine",Text,12.37,0.0188,0.14,12.79,0.0093,17.78,35738,Retail,671,297,"Strong click-through but weak CPA.",2023-02-11,16:24:43,8925.37,95.01,93.94
02857,"Search Engine",Video,1.58,0.0095,0.24,20.97,0.0281,15.39,34270,Retail,325,141,"Needs review due to rising CPC.",2023-02-11,16:45:45,8723.52,111.84,78.00
02858,"Search Engine",Banner,12.12,0.0412,1.57,35.23,0.0197,11.59,98764,Telecom,4069,1466,"High impressions but low conversion.",2023-02-11,17:06:46,144784.38,22.66,6388.33
02859,"Search Engine",Banner,3.75,0.0097,0.29,10.57,0.0128,17.41,52500,Telecom,509,210,"Good lead generation but low conversion rate.",2023-02-11,17:27:48,5864.34,39.73,147.61
02860,"Search Engine",Text,5.84,0.0416,1.82,35.32,0.0235,2.94,82907,Telecom,3448,1734,"High ROAS indicates effective spend.",2023-02-11,17:48:49,123001.19,19.60,6275.36
02861,"Social Media",Video,5.31,0.0291,1.73,44.27,0.0245,4.35,18654,Retail,542,172,"Good lead generation but low conversion rate.",2023-02-11,18:09:51,24954.11,26.61,937.66
02862,"Search Engine",Text,2.48,0.0356,2,32.15,0.0202,14.15,13269,Telecom,472,252,"Low engagement suggests creative changes needed.",2023-02-11,18:30:52,21699.96,22.99,944.00
02863,"Search Engine",Text,3.43,0.017,0.51,31.12,0.0217,4.02,44219,Retail,751,341,"Moderate CTR with significant revenue uplift.",2023-02-11,18:51:53,24072.25,62.85,383.01
02864,"Social Media",Video,14.39,0.0356,1.55,36.82,0.0161,17.82,61595,Retail,2192,708,"Retail campaigns underperforming slightly.",2023-02-11,19:12:55,82323.63,24.23,3397.60
02865,"Search Engine",Banner,9.4,0.0452,1.37,22.48,0.0189,-2.8,27431,Telecom,1239,584,"Good lead generation but low conversion rate.",2023-02-11,19:33:56,27574.19,16.24,1697.43
02866,"Social Media",Text,7.64,0.0131,0.91,47.71,0.0102,18.05,77518,Telecom,1015,353,"Strong click-through but weak CPA.",2023-02-11,19:54:58,49878.42,54.00,923.65
02867,"Social Media",Banner,11.61,0.0419,0.82,33.59,0.0274,6,46368,Retail,1942,547,"Low engagement suggests creative changes needed.",2023-02-11,20:15:59,65884.10,41.37,1592.44
02868,Affiliate,Banner,12.39,0.031,1.53,47.9,0.0232,-2.96,8710,Retail,270,92,"High ROAS indicates effective spend.",2023-02-11,20:37:01,12545.01,30.37,413.10
02869,Affiliate,Banner,2.54,0.0146,0.79,34.92,0.0258,0.55,27083,Retail,395,210,"Low engagement suggests creative changes needed.",2023-02-11,20:58:02,13931.33,44.64,312.05
02870,Affiliate,Banner,11.37,0.0426,0.16,18.36,0.0234,19.28,98798,Telecom,4208,1082,"Strong click-through but weak CPA.",2023-02-11,21:19:04,78804.06,117.05,673.28
02871,Affiliate,Text,14.05,0.0151,1.17,8.12,0.0121,18.07,71885,Telecom,1085,432,"Retail campaigns underperforming slightly.",2023-02-11,21:40:05,8986.40,7.08,1269.45
02872,"Search Engine",Video,9.2,0.0446,1.78,10.63,0.0295,-1.96,18435,Retail,822,213,"Retail campaigns underperforming slightly.",2023-02-11,22:01:07,8650.48,5.91,1463.16
02873,Affiliate,Banner,9.6,0.0211,0.18,9.28,0.0063,1.26,16718,Retail,352,82,"Moderate CTR with significant revenue uplift.",2023-02-11,22:22:08,3299.23,52.07,63.36
02874,"Social Media",Banner,13.19,0.0365,0.57,11.18,0.0175,8.91,47571,Telecom,1736,468,"Good lead generation but low conversion rate.",2023-02-11,22:43:10,19602.56,19.81,989.52
02875,"Search Engine",Banner,10.51,0.0379,0.34,22.54,0.0219,14.99,83573,Telecom,3167,1268,"Excellent conversion and ROI.",2023-02-11,23:04:11,72811.86,67.62,1076.78
02876,Affiliate,Video,14.93,0.0273,0.53,43.66,0.0093,-4.43,91513,Telecom,2498,1184,"Good lead generation but low conversion rate.",2023-02-11,23:25:13,109062.68,82.38,1323.94
02877,"Social Media",Banner,4.96,0.0427,0.28,17.16,0.0225,19.2,73939,Retail,3157,1418,"Excellent conversion and ROI.",2023-02-11,23:46:14,56882.83,64.35,883.96
02878,"Search Engine",Video,12.84,0.0216,1.75,33.65,0.0187,12.83,15323,Telecom,330,69,"Retail campaigns underperforming slightly.",2023-02-12,00:07:15,11881.82,20.57,577.50
02879,"Search Engine",Text,9.57,0.0434,0.47,36.5,0.0262,2.47,77057,Retail,3344,808,"Needs review due to rising CPC.",2023-02-12,00:28:17,122056.00,77.66,1571.68
02880,Affiliate,Video,6.12,0.0306,0.52,36.9,0.0259,8.06,89703,Retail,2744,871,"Needs review due to rising CPC.",2023-02-12,00:49:18,102266.14,71.67,1426.88
02881,"Search Engine",Banner,13.36,0.0069,1.19,49.54,0.0178,18.91,78429,Telecom,541,183,"Retail campaigns underperforming slightly.",2023-02-12,01:10:20,27337.16,42.46,643.79
02882,"Social Media",Text,14.95,0.0253,1.43,13.46,0.026,9.9,10712,Retail,271,159,"Needs review due to rising CPC.",2023-02-12,01:31:21,3866.52,9.98,387.53
02883,"Search Engine",Video,1.81,0.0418,1.65,27.04,0.0281,1.96,54538,Telecom,2279,620,"High impressions but low conversion.",2023-02-12,01:52:23,62856.64,16.72,3760.35
02884,"Social Media",Banner,13.96,0.0169,1.71,15.08,0.011,15.44,42087,Telecom,711,144,"Great performance in Telecom sector.",2023-02-12,02:13:24,11043.54,9.08,1215.81
02885,"Search Engine",Text,3.84,0.0371,0.31,40.93,0.0241,-0.57,28121,Retail,1043,449,"Needs review due to rising CPC.",2023-02-12,02:34:26,42263.09,130.71,323.33
02886,Affiliate,Text,3.87,0.0253,0.54,11.98,0.0252,7.03,82965,Retail,2099,470,"Excellent conversion and ROI.",2023-02-12,02:55:27,25648.94,22.63,1133.46
02887,"Social Media",Video,1.58,0.019,0.31,19.71,0.0135,4.78,94876,Telecom,1802,822,"Moderate CTR with significant revenue uplift.",2023-02-12,03:16:29,36582.94,65.49,558.62
02888,"Search Engine",Banner,13.91,0.045,1.65,45.52,0.008,15.04,71414,Retail,3213,673,"Moderate CTR with significant revenue uplift.",2023-02-12,03:37:30,149180.88,28.14,5301.45
02889,"Search Engine",Video,11.63,0.0266,1.02,22.81,0.0208,-0.04,21874,Telecom,581,183,"High ROAS indicates effective spend.",2023-02-12,03:58:32,13252.61,22.36,592.62
02890,"Search Engine",Text,1.75,0.039,1.44,17.94,0.0143,-4.74,34995,Telecom,1364,578,"Great performance in Telecom sector.",2023-02-12,04:19:33,22512.55,11.46,1964.16
02891,"Social Media",Text,9.87,0.0259,1.1,22.24,0.0068,10.59,34255,Retail,887,265,"Strong click-through but weak CPA.",2023-02-12,04:40:35,20318.69,20.82,975.70
02892,"Social Media",Banner,2.68,0.0187,0.47,24.36,0.0202,4.71,22559,Telecom,421,114,"Excellent conversion and ROI.",2023-02-12,05:01:36,11076.00,55.98,197.87
02893,"Social Media",Text,11.52,0.0464,0.45,17.43,0.0081,3.42,18760,Retail,870,206,"High impressions but low conversion.",2023-02-12,05:22:37,15467.38,39.51,391.50
02894,Affiliate,Banner,6.73,0.0111,0.26,26.05,0.0186,15.81,27459,Retail,304,61,"Excellent conversion and ROI.",2023-02-12,05:43:39,8631.93,109.21,79.04
02895,Affiliate,Video,1.72,0.0311,1.08,13.44,0.0252,11.33,14808,Retail,460,125,"Retail campaigns underperforming slightly.",2023-02-12,06:04:40,8902.66,17.92,496.80
02896,"Social Media",Text,12.61,0.0139,0.27,49.46,0.0209,14.32,88312,Retail,1227,522,"Great performance in Telecom sector.",2023-02-12,06:25:42,61294.29,185.02,331.29
02897,"Search Engine",Text,9.01,0.0102,0.77,28.25,0.0288,8.07,2041,Telecom,20,5,"Retail campaigns underperforming slightly.",2023-02-12,06:46:43,813.60,52.83,15.40
02898,Affiliate,Banner,11.82,0.0093,1.18,44.27,0.0222,10.61,63978,Telecom,594,232,"Moderate CTR with significant revenue uplift.",2023-02-12,07:07:45,26559.34,37.89,700.92
02899,"Social Media",Banner,10.44,0.0395,1.63,19.08,0.0121,12.48,49450,Telecom,1953,392,"High impressions but low conversion.",2023-02-12,07:28:46,38008.50,11.94,3183.39
02900,"Search Engine",Video,7.08,0.0168,1.89,43.46,0.0119,10.65,84154,Retail,1413,396,"Moderate CTR with significant revenue uplift.",2023-02-12,07:49:48,62637.16,23.45,2670.57
02901,Affiliate,Banner,10.78,0.0306,0.56,20.11,0.0212,14.15,80536,Retail,2464,988,"Low engagement suggests creative changes needed.",2023-02-12,08:10:49,50542.06,36.63,1379.84
02902,"Search Engine",Text,1.21,0.0272,0.77,12.83,0.0227,6.68,95520,Retail,2598,1293,"High ROAS indicates effective spend.",2023-02-12,08:31:51,35332.28,17.66,2000.46
02903,"Search Engine",Video,5.76,0.0441,0.63,29.21,0.0134,4.99,73331,Retail,3233,1188,"Needs review due to rising CPC.",2023-02-12,08:52:52,95380.29,46.83,2036.79
02904,"Search Engine",Video,11.89,0.0395,0.22,47.07,0.0189,1.39,79459,Retail,3138,1381,"Needs review due to rising CPC.",2023-02-12,09:13:54,147705.66,213.95,690.36
02905,"Search Engine",Video,11.68,0.0363,1.2,26.37,0.0217,-4.84,19282,Telecom,699,140,"Needs review due to rising CPC.",2023-02-12,09:34:55,18063.98,21.54,838.80
02906,Affiliate,Banner,13.42,0.0456,1.55,39.53,0.0055,14.53,50984,Telecom,2324,1339,"Excellent conversion and ROI.",2023-02-12,09:55:56,93705.07,26.01,3602.20
02907,Affiliate,Banner,9.55,0.0313,1.78,28.23,0.0206,4.05,86979,Retail,2722,853,"Excellent conversion and ROI.",2023-02-12,10:16:58,76842.06,15.86,4845.16
02908,Affiliate,Text,14.19,0.0416,1.02,44.83,0.0108,-2.85,57369,Retail,2386,1326,"High ROAS indicates effective spend.",2023-02-12,10:37:59,106964.38,43.95,2433.72
02909,"Social Media",Video,8.81,0.0434,0.49,17.44,0.0067,6.13,20052,Retail,870,386,"Good lead generation but low conversion rate.",2023-02-12,10:59:01,15627.98,36.66,426.30
02910,Affiliate,Video,8.01,0.0411,1.67,45.06,0.0272,17.61,28591,Retail,1175,431,"Great performance in Telecom sector.",2023-02-12,11:20:02,57181.14,29.14,1962.25
02911,"Search Engine",Video,3.76,0.022,1.45,15.07,0.0296,5.44,55196,Telecom,1214,516,"Retail campaigns underperforming slightly.",2023-02-12,11:41:04,18843.83,10.70,1760.30
02912,Affiliate,Text,11.9,0.0412,1.55,36.37,0.0124,16.44,97073,Retail,3999,981,"Good lead generation but low conversion rate.",2023-02-12,12:02:05,146898.07,23.70,6198.45
02913,"Search Engine",Banner,10.69,0.0286,0.3,24.67,0.0084,-0.46,65665,Telecom,1878,779,"Excellent conversion and ROI.",2023-02-12,12:23:07,46330.26,82.23,563.40
02914,"Social Media",Video,7.45,0.0204,0.99,38.02,0.026,19.5,79222,Telecom,1616,594,"Needs review due to rising CPC.",2023-02-12,12:44:08,63283.53,39.56,1599.84
02915,"Search Engine",Banner,2.22,0.0142,0.12,46.19,0.006,7.42,17879,Retail,253,54,"Strong click-through but weak CPA.",2023-02-12,13:05:10,13906.42,458.05,30.36
02916,"Search Engine",Banner,2.76,0.0362,1.88,5.7,0.0123,1.5,11113,Telecom,402,188,"Great performance in Telecom sector.",2023-02-12,13:26:11,2405.97,3.18,755.76
02917,"Search Engine",Banner,2.6,0.0187,1.02,16.42,0.0299,16.67,56948,Retail,1064,454,"High impressions but low conversion.",2023-02-12,13:47:13,19392.68,17.87,1085.28
02918,"Social Media",Banner,6.26,0.0169,0.33,40.65,0.0165,19.84,61354,Retail,1036,589,"Good lead generation but low conversion rate.",2023-02-12,14:08:14,44219.07,129.34,341.88
02919,Affiliate,Banner,3.23,0.0316,1.25,20.51,0.0067,1.67,9743,Telecom,307,169,"Moderate CTR with significant revenue uplift.",2023-02-12,14:29:16,6611.40,17.23,383.75
02920,Affiliate,Text,13.05,0.0165,1.64,16.67,0.0161,1.7,47019,Telecom,775,275,"Low engagement suggests creative changes needed.",2023-02-12,14:50:17,12919.25,10.16,1271.00
02921,"Social Media",Banner,13.59,0.0193,0.47,12.7,0.026,19.17,76763,Telecom,1481,303,"Retail campaigns underperforming slightly.",2023-02-12,15:11:18,19184.87,27.56,696.07
02922,"Search Engine",Video,12.99,0.0366,1.41,36.41,0.0258,12.53,22457,Telecom,821,282,"Moderate CTR with significant revenue uplift.",2023-02-12,15:32:20,31088.31,26.86,1157.61
02923,Affiliate,Video,9.52,0.0353,0.33,21.85,0.0253,8.33,65959,Retail,2328,1320,"Moderate CTR with significant revenue uplift.",2023-02-12,15:53:21,51375.47,66.87,768.24
02924,"Social Media",Video,9.35,0.0468,1.35,46.18,0.0189,4.88,45804,Telecom,2143,575,"Strong click-through but weak CPA.",2023-02-12,16:14:23,99953.38,34.55,2893.05
02925,Affiliate,Text,13.47,0.041,1.43,40.05,0.0168,0.88,35964,Retail,1474,698,"Great performance in Telecom sector.",2023-02-12,16:35:24,59033.70,28.01,2107.82
